ticket_id,service,priority,opened_at,due_at,status,assigned_team,resolution_time_hours,sla_breach_risk,penalty_cost,issue_type,queue_delay_hours,waiting_hours,processing_steps,last_updated_at,breach_flag,actual_penalty_exposure,recommended_action
HD-1007729,Service C06HG2XCU,Blocker,2022-07-26T06:14:07Z,2022-07-26T10:14:07Z,Closed,Support Pod 193,1.73,Low,15000,Ticket,0.01,1.64,7,2022-07-26T07:58:15Z,False,0,Continue monitoring under normal SLA watch.
HD-11756,Service D1Z0,Medium,2015-08-30T09:44:59Z,2015-08-31T09:44:59Z,Done,Support Pod 158,22.64,High,2000,Ticket,3.05,0.0,2,2016-04-02T12:20:20Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004814,Service C02HKX0U,Blocker,2022-01-31T09:16:43Z,2022-01-31T13:16:43Z,Closed,Support Pod 260,2.79,Medium,15000,Ticket,0.15,2.23,4,2022-01-31T12:04:07Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001790,Service C06GGTU0,Blocker,2021-08-01T11:06:50Z,2021-08-01T15:06:50Z,Closed,Support Pod 082,187.1,Breached,15000,Ticket,0.01,184.03,5,2021-08-09T06:13:07Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005213,Service C06GGZCZ0,Medium,2022-02-21T07:58:58Z,2022-02-22T07:58:58Z,Closed,Support Pod 120,23.83,High,2000,Ticket,0.01,0.0,6,2022-02-22T07:48:49Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1010606,Service C12HHX18A,Blocker,2022-12-19T08:16:23Z,2022-12-19T12:16:23Z,Closed,Support Pod 143,1.08,Low,15000,Ticket,0.01,0.89,8,2022-12-19T09:21:19Z,False,0,Continue monitoring under normal SLA watch.
HD-1004931,Service C13GRUNZV,Blocker,2022-02-07T06:30:28Z,2022-02-07T10:30:28Z,Closed,Support Pod 203,216.36,Breached,15000,Ticket,0.23,71.67,4,2022-02-16T06:52:30Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006932,Service C12HGX18A,Blocker,2022-06-09T11:41:10Z,2022-06-09T15:41:10Z,Closed,Support Pod 143,1075.31,Breached,15000,Ticket,0.02,196.25,10,2022-07-24T06:59:42Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001275,Service C11GRZ_0,Blocker,2021-06-23T05:14:23Z,2021-06-23T09:14:23Z,Closed,Support Pod 216,483.22,Breached,15000,Ticket,0.02,0.0,3,2021-07-13T08:27:40Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012379,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.69,High,5000,Ticket,11.7,0.0,1,2023-03-06T07:16:43Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011894,Service C06HG2XCU,Medium,2023-02-14T15:25:45Z,2023-02-15T15:25:45Z,Closed,Support Pod 193,17.15,Medium,2000,HD Service,0.02,0.0,7,2023-02-15T08:34:36Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1008393,Service C12HGX18A,Blocker,2022-09-01T09:50:27Z,2022-09-01T13:50:27Z,Closed,Support Pod 143,0.21,Low,15000,Ticket,0.02,0.0,4,2022-09-01T10:03:20Z,False,0,Continue monitoring under normal SLA watch.
HD-1002273,Service C06GG10,Highest,2021-09-01T14:24:59Z,2021-09-01T22:24:59Z,Closed,Support Pod 272,4.57,Medium,9000,Ticket,0.04,0.0,4,2021-09-01T18:59:14Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005583,Service C07GGX0Z2,Medium,2022-03-14T09:17:18Z,2022-03-15T09:17:18Z,Closed,Support Pod 087,23.91,High,2000,Ticket,0.5,1.56,4,2022-03-15T09:12:16Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011256,Service C11GG.Z0,Highest,2023-01-18T06:59:45Z,2023-01-18T14:59:45Z,Closed,Support Pod 205,5.61,Medium,9000,Ticket,0.31,0.0,4,2023-01-18T12:36:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010167,Service C12HHX18A,Blocker,2022-11-29T10:39:00Z,2022-11-29T14:39:00Z,Closed,Support Pod 143,1.61,Low,15000,Ticket,0.02,0.44,5,2022-11-29T12:16:03Z,False,0,Continue monitoring under normal SLA watch.
HD-1003966,Service C02GGND01,Blocker,2021-12-15T07:29:33Z,2021-12-15T11:29:33Z,Closed,Support Pod 093,588.89,Breached,15000,Ticket,0.02,0.0,6,2022-01-08T20:23:03Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001756,Service C06GGTU0,Blocker,2021-07-29T08:45:35Z,2021-07-29T12:45:35Z,Closed,Support Pod 375,1.91,Low,15000,Ticket,0.01,0.0,5,2021-07-29T10:39:56Z,False,0,Continue monitoring under normal SLA watch.
HD-1012347,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.63,High,5000,Ticket,11.63,0.0,1,2023-03-06T07:11:50Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1005802,Service C06HS__Z0,Blocker,2022-03-28T10:29:31Z,2022-03-28T14:29:31Z,Closed,Support Pod 232,1.26,Low,15000,Ticket,0.02,0.0,3,2022-03-28T11:45:01Z,False,0,Continue monitoring under normal SLA watch.
HD-12936,Service DX8A,Medium,2015-09-01T12:55:39Z,2015-09-02T12:55:39Z,Done,Unassigned Queue,17.1,Medium,2000,Vacation,0.06,0.0,2,2016-04-02T12:56:55Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-13356,Service DDE1,Blocker,2016-01-21T16:26:03Z,2016-01-21T20:26:03Z,Done,Support Pod 378,17604.9,Breached,15000,Story,17604.9,0.0,3,2018-01-24T05:20:20Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012389,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.6,High,5000,Ticket,11.6,0.0,1,2023-03-06T07:10:52Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1000692,Service C02GG_3NWC,Blocker,2021-05-18T07:41:29Z,2021-05-18T11:41:29Z,Closed,Support Pod 176,1.78,Low,15000,Ticket,0.01,1.71,4,2021-05-18T09:28:26Z,False,0,Continue monitoring under normal SLA watch.
HD-1007831,Service C11GRZ_0,High,2022-08-02T04:30:02Z,2022-08-02T16:30:02Z,Closed,Support Pod 216,7.16,Medium,5000,Ticket,1.42,5.75,2,2022-08-02T11:39:51Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1003160,Service C06HGW8AD,Highest,2021-10-28T06:19:47Z,2021-10-28T14:19:47Z,Closed,Support Pod 258,2.8,Low,9000,Ticket,0.07,0.0,4,2021-10-28T09:07:36Z,False,0,Continue monitoring under normal SLA watch.
HD-1001166,Service C12GGZCZ0U,High,2021-06-15T06:43:17Z,2021-06-15T18:43:17Z,Closed,Support Pod 263,8.09,Medium,5000,Ticket,0.01,0.0,5,2021-06-15T14:48:24Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1004315,Service C05GPC3,Highest,2022-01-03T07:10:57Z,2022-01-03T15:10:57Z,Closed,Support Pod 186,5.93,Medium,9000,Ticket,0.01,0.0,3,2022-01-03T13:06:45Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010756,Service C06HG2XCU,Medium,2022-12-27T13:02:26Z,2022-12-28T13:02:26Z,Closed,Support Pod 193,23.31,High,2000,Ticket,0.05,0.0,5,2022-12-28T12:21:14Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-12747,Service DU6,Blocker,2016-01-04T14:06:05Z,2016-01-04T18:06:05Z,Done,Support Pod 162,401.48,Breached,15000,Story,21.9,0.0,2,2016-04-02T12:41:41Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001012,Service C12HGX18A,Blocker,2021-06-07T11:58:47Z,2021-06-07T15:58:47Z,Closed,Support Pod 259,645.35,Breached,15000,Ticket,0.01,527.67,6,2021-07-04T09:20:03Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011349,Service C06GGZCZ0,Medium,2023-01-23T08:17:18Z,2023-01-24T08:17:18Z,Closed,Support Pod 120,23.42,High,2000,Ticket,0.01,0.0,4,2023-01-24T07:42:44Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-19013,Service T.3P,Medium,2016-12-13T16:15:45Z,2016-12-14T16:15:45Z,Done,Support Pod 085,23.07,High,2000,Story,23.07,0.0,1,2016-12-14T15:19:54Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1005059,Service C06HG2XCU,High,2022-02-13T07:48:13Z,2022-02-13T19:48:13Z,Closed,Support Pod 193,6.82,Medium,5000,Ticket,0.01,0.0,4,2022-02-13T14:37:41Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1007734,Service C06GG10,Highest,2022-07-26T09:13:16Z,2022-07-26T17:13:16Z,Closed,Support Pod 272,2.28,Low,9000,Ticket,0.01,1.57,5,2022-07-26T11:29:57Z,False,0,Continue monitoring under normal SLA watch.
HD-1011212,Service C13GGB20,Blocker,2023-01-16T09:24:39Z,2023-01-16T13:24:39Z,Closed,Support Pod 180,985.24,Breached,15000,Ticket,0.23,980.44,3,2023-02-26T10:39:02Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012314,Service C12HGX18A,Highest,2023-03-05T06:44:23Z,2023-03-05T14:44:23Z,Closed,Support Pod 041,1.88,Low,9000,Ticket,0.02,1.42,5,2023-03-05T08:37:10Z,False,0,Continue monitoring under normal SLA watch.
HD-1011569,Service C12HHX18A,Blocker,2023-01-31T12:04:53Z,2023-01-31T16:04:53Z,Closed,Support Pod 143,355.4,Breached,15000,Ticket,0.01,355.02,9,2023-02-15T07:29:18Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012393,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Support Pod 048,11.84,High,5000,Ticket,1.24,0.0,4,2023-03-06T07:25:12Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1009294,Service C12HGX18A,Highest,2022-10-18T10:26:25Z,2022-10-18T18:26:25Z,Closed,Support Pod 041,2.41,Low,9000,Ticket,0.04,0.86,5,2022-10-18T12:51:23Z,False,0,Continue monitoring under normal SLA watch.
HD-1005775,Service C02HK0X93,Blocker,2022-03-27T10:48:34Z,2022-03-27T14:48:34Z,Closed,Support Pod 099,1178.61,Breached,15000,Ticket,0.01,1177.33,5,2022-05-15T13:25:20Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012394,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.75,High,5000,Ticket,11.75,0.0,1,2023-03-06T07:20:15Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001850,Service C06GGT_0,Blocker,2021-08-04T07:38:08Z,2021-08-04T11:38:08Z,Closed,Support Pod 093,599.11,Breached,15000,Ticket,0.01,342.18,5,2021-08-29T06:44:40Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012349,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.71,High,5000,Ticket,11.72,0.0,1,2023-03-06T07:17:07Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-11816,Service D1Z0,Medium,2015-10-28T09:30:12Z,2015-10-29T09:30:12Z,Done,Unassigned Queue,23.03,High,2000,Story,0.01,0.0,2,2016-04-02T12:20:21Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1012373,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.56,High,5000,Ticket,11.56,0.0,1,2023-03-06T07:08:52Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1005554,Service C11GKZ_0,Blocker,2022-03-13T09:12:31Z,2022-03-13T13:12:31Z,Closed,Support Pod 216,524.57,Breached,15000,Ticket,3.03,195.23,4,2022-04-04T05:46:43Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1003222,Service C07HR0W,Medium,2021-11-02T08:04:02Z,2021-11-03T08:04:02Z,Closed,Support Pod 260,23.04,High,2000,Ticket,0.03,22.95,4,2021-11-03T07:06:27Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1000440,Service C06GGCTN0,Medium,2021-04-27T11:15:43Z,2021-04-28T11:15:43Z,Closed,Support Pod 121,18.78,Medium,2000,Ticket,0.14,0.0,2,2021-04-28T06:02:31Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010708,Service C05GPW20_,Blocker,2022-12-26T06:29:55Z,2022-12-26T10:29:55Z,Closed,Support Pod 069,552.83,Breached,15000,Ticket,0.01,0.0,4,2023-01-18T07:19:48Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1004183,Service C06HG2XCU,Blocker,2021-12-23T16:52:49Z,2021-12-23T20:52:49Z,Closed,Support Pod 258,3.19,Medium,15000,Ticket,0.01,0.0,3,2021-12-23T20:04:20Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010061,Service C11GRX0Z2,Blocker,2022-11-23T13:00:38Z,2022-11-23T17:00:38Z,Closed,Support Pod 220,424.32,Breached,15000,Ticket,15.58,406.22,4,2022-12-11T05:20:06Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-13606,Service DBZ,Blocker,2015-10-04T09:20:07Z,2015-10-04T13:20:07Z,Done,Unassigned Queue,3148.75,Breached,15000,Ticket,887.74,0.0,2,2016-04-02T13:18:51Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005389,Service C06HG2XCU,Blocker,2022-03-01T18:06:35Z,2022-03-01T22:06:35Z,Closed,Support Pod 193,0.29,Low,15000,Ticket,0.01,0.0,5,2022-03-01T18:23:50Z,False,0,Continue monitoring under normal SLA watch.
HD-1000520,Service C06HGW8AD,Blocker,2021-05-04T06:27:57Z,2021-05-04T10:27:57Z,Closed,Support Pod 258,289.53,Breached,15000,Ticket,0.14,167.95,5,2021-05-16T07:59:43Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-21549,Service T.3H,Medium,2017-04-30T20:03:57Z,2017-05-01T20:03:57Z,Done,Unassigned Queue,23.46,High,2000,Story,0.04,0.0,2,2017-05-01T19:31:50Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1008681,Service C06GG10,Highest,2022-09-15T08:15:14Z,2022-09-15T16:15:14Z,Closed,Support Pod 272,3.11,Low,9000,Ticket,0.01,0.85,5,2022-09-15T11:22:00Z,False,0,Continue monitoring under normal SLA watch.
HD-1004810,Service C12HGX18A,Blocker,2022-01-31T08:02:34Z,2022-01-31T12:02:34Z,Closed,Support Pod 143,407.95,Breached,15000,Ticket,0.04,215.43,4,2022-02-17T07:59:29Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011731,Service C06HG2XCU,Blocker,2023-02-08T06:07:04Z,2023-02-08T10:07:04Z,Closed,Support Pod 193,1.81,Low,15000,Ticket,0.05,0.44,5,2023-02-08T07:55:56Z,False,0,Continue monitoring under normal SLA watch.
HD-1008192,Service C12HHX18A,Blocker,2022-08-22T12:31:56Z,2022-08-22T16:31:56Z,Closed,Support Pod 143,529.15,Breached,15000,Ticket,0.01,216.32,10,2022-09-13T13:40:50Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011794,Service C10GRN0V,Blocker,2023-02-10T07:53:37Z,2023-02-10T11:53:37Z,Closed,Support Pod 040,395.42,Breached,15000,Ticket,0.07,0.0,4,2023-02-26T19:18:39Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-11155,Service DZC0,Blocker,2016-01-21T16:02:23Z,2016-01-21T20:02:23Z,Done,Support Pod 084,16719.54,Breached,15000,Story,16719.54,0.0,1,2017-12-18T07:36:09Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011360,Service C06HG2XCU,Blocker,2023-01-23T10:44:27Z,2023-01-23T14:44:27Z,Closed,Support Pod 193,0.8,Low,15000,Ticket,0.01,0.0,4,2023-01-23T11:32:30Z,False,0,Continue monitoring under normal SLA watch.
HD-17948,Service D10T,Highest,2016-10-26T07:43:09Z,2016-10-26T15:43:09Z,Done,Unassigned Queue,5.91,Medium,9000,Story,4.64,0.0,2,2016-10-26T14:07:15Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010504,Service C06GSN039,Blocker,2022-12-13T12:01:24Z,2022-12-13T16:01:24Z,Closed,Support Pod 044,1148.12,Breached,15000,Ticket,0.01,429.07,5,2023-01-30T08:08:38Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006317,Service C12GGZCZ0U,Highest,2022-04-27T05:27:57Z,2022-04-27T13:27:57Z,Closed,Support Pod 263,2.21,Low,9000,Ticket,0.02,0.0,6,2022-04-27T07:40:36Z,False,0,Continue monitoring under normal SLA watch.
HD-38182,Service C06GG__Z0,Blocker,,,Closed,Support Pod 082,,Low,15000,Ticket,0.01,81.32,5,,False,0,Continue monitoring under normal SLA watch.
HD-1000030,Service C12HGX18A,Blocker,2021-03-28T06:03:10Z,2021-03-28T10:03:10Z,Closed,Support Pod 259,169.69,Breached,15000,Ticket,0.01,166.64,4,2021-04-04T07:44:51Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011443,Service C11II0W13,Blocker,2023-01-26T07:29:21Z,2023-01-26T11:29:21Z,Closed,Support Pod 205,506.33,Breached,15000,Ticket,0.07,506.26,2,2023-02-16T09:49:01Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1009806,Service C06GG1_3_,Blocker,2022-11-13T09:48:06Z,2022-11-13T13:48:06Z,Closed,Support Pod 124,0.06,Low,15000,Ticket,0.06,0.0,2,2022-11-13T09:51:51Z,False,0,Continue monitoring under normal SLA watch.
HD-1007542,Service C12HGX18A,Blocker,2022-07-17T06:22:31Z,2022-07-17T10:22:31Z,Closed,Support Pod 143,172.83,Breached,15000,Ticket,0.01,171.65,4,2022-07-24T11:12:36Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1002126,Service C06HGW8AD,Blocker,2021-08-24T07:35:38Z,2021-08-24T11:35:38Z,Closed,Support Pod 258,195.96,Breached,15000,Ticket,0.01,194.59,5,2021-09-01T11:33:28Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008916,Service C12HHX18A,Highest,2022-09-28T12:19:06Z,2022-09-28T20:19:06Z,Closed,Support Pod 143,2.03,Low,9000,Ticket,0.01,0.0,4,2022-09-28T14:21:03Z,False,0,Continue monitoring under normal SLA watch.
HD-1012413,Service C06GRT2_0,Highest,2023-03-06T08:50:11Z,2023-03-06T16:50:11Z,Closed,Support Pod 265,4.99,Medium,9000,Ticket,0.01,0.0,5,2023-03-06T13:49:52Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1003812,Service C08GG811,Blocker,2021-12-08T14:59:31Z,2021-12-08T18:59:31Z,Closed,Support Pod 082,595.41,Breached,15000,Ticket,0.13,595.28,2,2022-01-02T10:24:15Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008891,Service C12GGZCZ0U,Highest,2022-09-28T04:56:25Z,2022-09-28T12:56:25Z,Closed,Support Pod 154,1.45,Low,9000,Ticket,0.01,0.0,4,2022-09-28T06:23:45Z,False,0,Continue monitoring under normal SLA watch.
HD-1007574,Service C06HG2XCU,Blocker,2022-07-18T09:08:00Z,2022-07-18T13:08:00Z,Closed,Support Pod 193,0.29,Low,15000,Ticket,0.02,0.0,3,2022-07-18T09:25:16Z,False,0,Continue monitoring under normal SLA watch.
HD-1010298,Service C12HHX18A,Blocker,2022-12-05T12:19:00Z,2022-12-05T16:19:00Z,Closed,Support Pod 143,333.57,Breached,15000,Ticket,0.01,190.14,5,2022-12-19T09:53:28Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1010128,Service C06HG2XCU,Blocker,2022-11-28T08:42:18Z,2022-11-28T12:42:18Z,Validation,Support Pod 193,1848.12,Breached,15000,Ticket,0.01,0.0,11,2023-02-13T08:49:40Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-15887,Service C13GGB_0,Unknown,2016-07-03T13:19:46Z,2016-07-04T13:19:46Z,Closed,Support Pod 180,19.17,Medium,1500,Service,1.37,17.76,4,2017-05-12T20:26:49Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011838,Service C06HG2XCU,Blocker,2023-02-12T15:40:22Z,2023-02-12T19:40:22Z,Closed,Support Pod 257,699.5,Breached,15000,Ticket,0.01,0.0,7,2023-03-13T19:10:44Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008487,Service C06HG2XCU,Medium,2022-09-06T16:13:42Z,2022-09-07T16:13:42Z,Closed,Support Pod 193,18.44,Medium,2000,Ticket,0.01,0.0,4,2022-09-07T10:40:05Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1006322,Service C06HS__Z0,Blocker,2022-04-27T10:01:34Z,2022-04-27T14:01:34Z,Closed,Support Pod 232,1484.25,Breached,15000,Ticket,0.01,0.0,4,2022-06-28T06:16:47Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006840,Service C06GGZCZ0,Medium,2022-06-05T06:23:53Z,2022-06-06T06:23:53Z,Closed,Support Pod 120,23.3,High,2000,Ticket,0.01,0.0,4,2022-06-06T05:42:08Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-11101,Service DZC0,Medium,2015-11-03T08:10:48Z,2015-11-04T08:10:48Z,Done,Support Pod 082,22.75,High,2000,Story,0.03,0.0,2,2016-04-02T11:59:23Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011572,Service C12GG0.A,Blocker,2023-01-31T12:48:41Z,2023-01-31T16:48:41Z,Closed,Support Pod 154,0.57,Low,15000,Ticket,0.01,0.0,4,2023-01-31T13:22:42Z,False,0,Continue monitoring under normal SLA watch.
HD-1005140,Service C06GGT_9,Highest,2022-02-16T07:53:14Z,2022-02-16T15:53:14Z,Closed,Support Pod 273,1.42,Low,9000,Ticket,0.03,0.0,4,2022-02-16T09:18:35Z,False,0,Continue monitoring under normal SLA watch.
HD-1007543,Service C12HGX18A,Blocker,2022-07-17T06:24:45Z,2022-07-17T10:24:45Z,Closed,Support Pod 041,3559.33,Breached,15000,Ticket,0.01,2944.39,15,2022-12-12T13:44:50Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
